scenario_id,seed,method,prior_type,total_rollouts,nominal_rollouts,semantic_rollouts,success,collision,route_completion,progress,min_ttc,min_clearance,mean_speed,mean_acceleration,mean_jerk,steering_smoothness,planning_latency,best_cost,selected_hypothesis,steps
front_static_obstacle,0,vanilla,correct,1024,1024,0,False,False,0.275,11.0,2.8552770562397622,4.772950077056885,0.4002309407127698,0.2852132022380829,2.17667293548584,0.033357154577970505,0.004931352843344333,38.632355823516846,nominal,300
front_static_obstacle,1,vanilla,correct,1024,1024,0,False,False,0.275,11.0,2.8157302259243573,4.460991287231446,0.41401821159484997,0.2844243347644806,2.164808750152588,0.03205264359712601,0.0050305848266179965,38.24029471715291,nominal,300
front_static_obstacle,2,vanilla,correct,1024,1024,0,False,False,0.275,11.0,2.8664159685619253,4.875371837615967,0.39641947139945516,0.30628180503845215,2.083314895629883,0.02993907779455185,0.005093235783281974,37.23879020055135,nominal,300
