scenario_id,seed,method,prior_type,total_rollouts,nominal_rollouts,semantic_rollouts,success,collision,route_completion,progress,min_ttc,min_clearance,mean_speed,mean_acceleration,mean_jerk,steering_smoothness,planning_latency,best_cost,selected_hypothesis,steps
front_static_obstacle,0,vanilla,correct,128,128,0,False,False,0.275,11.0,2.7439758029032335,4.529547595977784,0.4135050529374693,0.5414832830429077,5.319803714752197,0.08317359536886215,0.002298718719985118,37.51123477300008,nominal,300
front_static_obstacle,0,robust_multi_hypothesis,correct,128,38,90,True,False,1.0,40.0,0.5553393866325744,1.937886619567871,7.380374804400561,1.7383393049240112,11.072604179382324,0.13768182694911957,0.0028075541605565896,-44.99928828648159,nominal,56
front_static_obstacle,1,vanilla,correct,128,128,0,False,False,0.275,11.0,2.9900598642946354,4.423447513580323,0.4190987331062143,0.5113828778266907,5.3413543701171875,0.0894402265548706,0.002401346016695243,37.23855731328329,nominal,300
front_static_obstacle,1,robust_multi_hypothesis,correct,128,38,90,True,False,1.0,40.0,0.4942561522642894,1.5459951400756835,7.570323916551258,1.8706861734390259,10.30716609954834,0.1276737004518509,0.002897803963638911,-47.22242816578258,nominal,55
front_static_obstacle,2,vanilla,correct,128,128,0,False,False,0.275,11.0,2.8029246371120053,4.8871826171875,0.3982526784996306,0.5013675689697266,5.226660251617432,0.09059810638427734,0.002344664583327661,36.89066069285075,nominal,300
front_static_obstacle,2,robust_multi_hypothesis,correct,128,38,90,True,False,1.0,40.0,0.449771557009166,1.297660732269287,7.663514584302902,1.8612892627716064,11.305514335632324,0.13845950365066528,0.0027420399814117344,-46.468857058772336,nominal,54
front_static_obstacle,0,vanilla,correct,256,256,0,False,False,0.275,11.0,2.856029760264733,4.711684131622315,0.4047005648998299,0.4082944393157959,4.059120178222656,0.061609189957380295,0.003830005386692695,37.28076608657837,nominal,300
front_static_obstacle,0,robust_multi_hypothesis,correct,256,77,179,True,False,1.0,40.0,0.4636466001485648,1.620611572265625,7.491254571692219,1.6743866205215454,6.629393577575684,0.10164883732795715,0.003538454599964263,-51.72482244318182,nominal,55
front_static_obstacle,1,vanilla,correct,256,256,0,False,False,0.275,11.0,3.0369707927633014,4.11712064743042,0.42828816474528075,0.4392952620983124,4.280025005340576,0.06250224262475967,0.002999386326688788,38.226249078114826,nominal,300
front_static_obstacle,1,robust_multi_hypothesis,correct,256,77,179,True,False,1.0,40.0,0.4319103877826953,1.5075286865234374,7.743922455719224,1.7538142204284668,7.874967098236084,0.09281071275472641,0.00322064854723101,-50.202940347059716,nominal,53
front_static_obstacle,2,vanilla,correct,256,256,0,False,False,0.275,11.0,2.902702555777895,4.850826644897461,0.39896089883258595,0.41068339347839355,3.700061321258545,0.061676766723394394,0.0028257275766554813,37.777624702453615,nominal,300
front_static_obstacle,2,robust_multi_hypothesis,correct,256,77,179,True,False,1.0,40.0,0.40448423322737803,1.1793149948120116,7.5506619383980125,1.6237634420394897,7.083552837371826,0.09882168471813202,0.003397792672744386,-49.19697189331055,nominal,55
